year,length,budget,rating,votes,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
1915,20,,4.4,5, ,0,0,0,0,0,0,1
1915,11,,5.4,5, ,0,0,1,0,0,0,1
1915,31,,7,118, ,0,0,1,0,0,0,1
1916,105,200000,6.2,135, ,1,0,0,0,0,0,0
1916,50,,7.3,8, ,0,0,1,1,0,0,0
1916,50,,7.3,13, ,0,0,1,0,0,1,0
1916,54,,4.8,6, ,0,0,0,0,0,0,1
1916,30,,7.1,195, ,0,0,1,0,0,0,1
1916,67,,6.6,65, ,0,0,1,0,0,0,0
1916,38,,5.8,17, ,0,0,0,1,0,0,1
1916,78,,6.1,36, ,0,0,0,1,0,0,0
1916,34,,7,186, ,0,0,1,0,0,0,1
1916,34,,7.1,38, ,0,0,1,0,0,0,1
1916,32,,6.5,194, ,0,0,1,0,0,0,1
1916,29,,7.1,194, ,0,0,1,0,0,0,1
1916,45,,8.4,9, ,0,0,0,1,0,0,0
1916,58,,6.9,19, ,0,0,0,1,0,0,0
1916,50,,7.9,7, ,0,0,0,0,0,0,0
1916,64,,7.1,96, ,0,0,0,0,0,0,0
1916,20,,4.9,9, ,0,0,1,0,0,0,1
1916,3,,6.2,22, ,0,1,0,0,0,0,1
1916,197,385907,7.8,1493, ,0,0,0,1,0,0,0
1916,300,,8.5,54, ,0,0,0,0,0,0,0
1916,3,,4.7,28, ,0,1,1,0,0,0,1
1916,3,,4.9,19, ,0,1,1,0,0,0,1
1916,25,,3.7,8, ,0,0,1,0,0,0,1
1916,7,,5.9,18, ,0,0,0,0,0,0,1
1916,46,,6.6,10, ,0,0,1,0,0,1,0
1916,24,,5.7,15, ,0,0,1,0,0,0,1
1916,1,,4.2,21, ,0,1,1,0,0,0,1
1916,20,,7.4,62, ,0,0,1,0,0,0,1
1916,22,,6,22, ,0,0,1,0,0,0,1
1916,2,,4.4,24, ,0,1,1,0,0,0,1
1916,40,,7.7,14, ,0,0,1,1,0,0,1
1916,50,,8.3,7, ,0,0,0,1,0,0,0
1916,34,,7.8,222, ,0,0,1,0,0,0,1
1916,16,,4,12, ,0,0,1,0,0,0,1
1916,32,,7.5,256, ,0,0,1,0,0,0,1
1916,25,,7,105, ,0,0,1,0,0,0,1
1916,10,,5.5,9, ,0,1,0,0,0,0,1
1916,50,,7.6,6, ,0,0,0,0,0,0,1
1916,30,,7.2,292, ,0,0,1,0,0,0,1
1916,52,,8.3,9, ,0,0,1,1,0,0,0
1916,63,,6.2,6, ,0,0,0,0,0,0,0
1916,80,,7.5,12, ,0,0,0,1,0,0,0
1916,34,,7,238, ,0,0,1,0,0,0,1
1916,69,,6.2,10, ,0,0,0,1,0,0,0
1916,20,,7.7,7, ,0,0,1,0,0,0,1
1916,62,,6.2,47, ,0,0,0,1,0,0,0
1916,35,,6.9,12, ,0,0,0,0,0,0,1
1916,66,,7.4,6, ,0,0,0,1,0,0,0
1916,66,,8.9,50, ,0,0,0,0,0,0,0
1917,61,,6,51, ,0,0,0,0,0,0,0
1917,9,,6.3,7, ,0,0,1,0,0,0,1
1917,53,,4.9,38, ,0,0,0,0,0,0,0
1917,30,,6.8,102, ,0,0,1,0,0,0,1
1917,125,500000,9.3,25, ,0,0,0,1,0,0,0
1917,24,,6.9,67, ,0,0,1,0,0,0,1
1917,31,,7.5,286, ,0,0,1,0,0,0,1
1917,19,,8,368, ,0,0,1,0,0,0,1
1917,60,,7,5, ,0,0,0,0,0,0,0
1917,30,,7.1,21, ,0,0,1,0,0,0,1
1917,50,,5.2,8, ,0,0,0,1,0,0,0
1917,56,,5.9,6, ,0,0,0,0,0,0,0
1917,80,,8.3,6, ,0,0,0,0,0,0,0
1917,15,,5,5, ,0,0,1,0,0,0,1
1917,30,,7.9,522, ,0,0,1,0,0,0,1
1917,138,302976,7.2,56, ,0,0,0,1,0,0,0
1917,80,166949,7.1,20, ,0,0,0,1,0,0,0
1917,62,,7,17, ,0,0,0,1,0,0,0
1917,75,,7.3,14, ,0,0,0,1,0,0,0
1917,80,,6.7,6, ,0,0,0,0,0,0,0
1917,68,,9.3,10, ,0,0,0,0,0,0,0
1917,30,,5.7,6, ,0,0,1,0,0,0,1
1917,23,,6.3,52, ,0,0,1,0,0,0,1
1917,65,,6.9,36, ,0,0,1,1,0,0,0
1917,84,,7,7, ,0,0,0,1,0,1,0
1917,78,,7.7,18, ,0,0,1,1,0,0,0
1917,23,,6.3,24, ,0,0,1,0,0,0,1
1917,22,,6.7,48, ,0,0,1,0,0,0,1
1917,50,,4.4,6, ,0,0,0,1,0,0,0
1917,67,,6.4,12, ,0,0,0,1,0,0,0
1917,57,,5.2,59, ,0,0,0,0,0,0,0
1917,70,,5.4,9, ,0,0,0,1,0,0,0
1917,18,,7.5,19, ,0,0,1,0,0,0,1
1917,56,,7.6,40, ,0,0,0,1,0,0,0
1917,44,,6,28, ,0,0,1,1,0,0,1
1917,47,,7.4,10, ,0,0,1,0,0,1,0
1917,13,,6.6,12, ,0,0,1,0,0,0,1
1918,5,,5.3,23, ,0,1,1,0,0,0,1
1918,58,,6,9, ,0,0,1,1,0,0,0
1918,67,,6.8,78, ,0,0,1,0,0,0,0
1918,13,,6,11, ,0,0,1,0,0,0,1
1918,63,,5.2,86, ,0,0,0,1,0,0,0
1918,133,,6.3,13, ,0,0,0,0,1,0,0
1918,20,,7.1,64, ,0,0,1,0,0,0,1
1918,72,,7.5,94, ,0,0,0,1,0,0,0
1918,12,,1,6, ,0,0,1,0,0,0,1
1918,75,,9.1,16, ,0,0,0,0,0,0,0
1918,5,,5.8,59, ,0,0,1,0,0,0,1
1918,80,,7,23, ,0,0,0,1,0,0,0
1918,12,,5.3,5, ,0,0,1,0,0,0,1
1918,22,,7.5,56, ,0,0,1,0,0,0,1
1918,40,,7.7,435, ,0,0,1,0,0,0,1
1918,41,,6.3,8, ,0,0,0,0,0,0,1
1918,62,,8.1,6, ,0,0,0,1,0,1,0
1918,21,,5.3,7, ,0,0,1,0,0,0,1
1918,19,3000,5.3,14, ,0,0,0,0,0,0,1
1918,26,,6.3,45, ,0,0,1,0,0,0,1
1918,24,,6.7,7, ,0,0,1,0,0,0,1
1918,117,,7.2,76, ,0,0,0,1,0,0,0
1918,16,,6.2,11, ,0,0,1,0,0,0,1
1918,13,,6.3,9, ,0,0,1,0,0,0,1
1918,60,,6.7,5, ,0,0,0,1,0,1,0
1918,71,,6,21, ,0,0,0,1,0,0,0
1918,93,125000,7.1,18, ,0,0,1,1,0,0,0
1918,23,,6.2,36, ,0,0,1,0,0,0,1
1918,61,,6,5, ,0,0,0,1,0,0,0
1918,25,,6.7,58, ,0,0,1,0,0,0,1
1918,7,,5.1,14, ,0,1,1,0,0,0,1
1918,46,,7.8,314, ,0,0,1,0,0,0,0
1918,24,,6,6, ,0,0,1,1,0,0,1
1918,84,,7.3,95, ,0,0,0,1,0,0,0
1918,55,,5.9,60, ,1,0,0,0,0,0,0
1918,418,,7.7,6, ,0,0,0,0,0,0,0
1918,23,,5.7,80, ,0,0,1,0,0,0,1
1918,11,,7.2,11, ,0,0,1,0,0,0,1
1918,80,,8.9,5, ,0,0,0,1,0,0,0
1918,1,,3.6,14, ,0,1,0,0,0,0,1
1918,86,72500,6.3,12, ,0,0,0,1,0,0,0
1919,60,,9.1,19, ,0,0,1,1,0,0,0
1919,13,,7.1,38, ,0,0,1,0,0,0,1
1919,47,,8,71, ,0,0,1,0,0,0,0
1919,17,,7.4,44, ,0,0,1,0,0,0,1
1919,73,67000,6.4,66, ,0,0,0,0,0,1,0
1919,13,,6.5,23, ,0,0,1,0,0,0,1
1919,68,125000,7.4,81, ,0,0,0,1,0,1,0
1919,6,,6.6,10, ,0,1,1,0,0,0,1
1919,90,88000,7.4,789, ,0,0,0,1,0,1,0
1919,23,,7.6,28, ,0,0,1,0,0,0,1
1919,50,,6.9,10, ,0,0,0,1,0,0,0
1919,60,,7.4,7, ,0,0,0,0,0,0,0
1919,85,,7,103, ,0,0,1,1,0,0,0
1919,25,,6.8,243, ,0,0,1,0,0,0,1
1919,90,,5.4,11, ,0,0,0,1,0,0,0
1919,21,,5.8,10, ,0,0,1,0,0,0,1
1919,11,,5.9,10, ,0,0,1,0,0,0,1
1919,78,,8.6,9, ,0,0,0,1,0,0,0
1919,70,,6.6,5, ,0,0,0,1,0,0,0
1919,6,,7,19, ,0,1,1,0,0,0,1
1919,24,,7.1,36, ,1,0,1,0,0,0,1
1919,25,,7.4,65, ,0,0,1,0,0,0,1
1919,60,,7.4,12, ,0,0,0,1,0,0,0
1919,80,,7.5,13, ,0,0,0,1,0,0,0
1919,108,,7,17, ,0,0,0,0,0,0,0
1919,57,,7.2,6, ,0,0,1,0,0,1,0
1919,27,,6.7,35, ,0,0,1,0,0,0,1
1919,23,,5.8,14, ,0,0,1,0,0,0,1
1919,122,,6.8,65, ,0,0,0,1,0,0,0
1919,78,,7.8,10, ,0,0,1,0,0,0,0
1919,15,,5.2,29, ,0,0,1,0,0,0,1
1919,13,,5.7,11, ,0,0,1,0,0,0,1
1919,27,,6.9,7, ,0,0,0,0,1,0,1
1919,23,,8.1,7, ,0,0,1,0,0,0,0
1919,47,,7.8,7, ,0,0,0,1,0,0,0
1919,85,,6,43, ,0,0,0,1,0,0,0
1919,116,,7.2,122, ,0,0,0,1,0,0,0
1919,57,,6.6,16, ,0,0,1,0,0,0,0
1919,112,,8.2,8, ,0,0,0,0,0,0,0
1919,96,,8.8,5, ,0,0,0,0,0,0,0
1919,7,1000,6.6,13, ,0,0,1,0,0,0,1
1919,58,,8.4,67, ,0,0,1,0,0,0,0
1919,58,,7.4,6, ,0,0,1,1,0,0,0
1919,60,,7.5,18, ,0,0,0,1,0,0,0
1919,21,,6.8,15, ,0,0,1,0,0,0,1
1919,88,,7.5,141, ,0,0,0,0,1,0,0
1919,130,,6.7,85, ,0,0,0,0,0,0,0
1919,41,,6.9,187, ,0,0,1,0,0,0,1
1919,4,,6,8, ,0,1,1,0,0,0,1
1919,50,350000,6.5,12, ,0,0,0,1,0,0,0
1919,112,,7.5,57, ,0,0,0,0,0,0,0
1919,50,,8,17, ,1,0,1,0,0,1,0
1920,133,,6.9,18, ,0,0,0,1,0,0,0
1920,136,,7.5,6, ,0,0,0,0,0,0,0
1920,20,,7.4,166, ,0,0,1,0,0,0,1
1920,12,,4.2,9, ,0,0,1,0,0,0,1
1920,24,,7,40, ,0,0,1,0,0,0,1
1920,106,,6.7,31, ,0,0,0,0,0,0,0
1920,28,,7,40, ,0,0,1,0,0,0,1
1920,91,,7.4,409, ,0,0,0,0,0,0,0
1920,27,,4.1,10, ,0,0,1,0,0,0,1
1920,21,,6.6,58, ,0,0,1,0,0,0,1
1920,56,,7.1,13, ,0,0,1,1,0,0,0
1920,26,,7.4,34, ,0,0,1,0,0,0,1
1920,27,,6.9,20, ,0,0,1,0,0,0,1
1920,157,,1.9,7, ,0,0,0,0,0,0,0
1920,104,,4,6, ,0,0,0,1,0,0,0
1920,60,,7.5,13, ,0,0,0,1,0,0,0
1920,77,,8.5,7, ,0,0,0,0,0,0,0
1920,67,,8.1,3599, ,0,0,0,1,0,0,0
1920,54,,7.1,27, ,0,0,0,1,0,0,0
1920,70,,1,7, ,0,0,0,1,0,0,0
1920,90,,7.4,213, ,0,0,0,0,0,0,0
1920,86,,6.9,10, ,0,0,1,0,0,1,0
1920,18,,7.6,159, ,0,0,1,0,0,1,1
1920,109,,6,20, ,0,0,0,1,0,0,0
1920,23,,7.5,45, ,0,0,1,0,0,0,1
1920,88,,8.8,7, ,0,0,1,1,0,0,0
1920,91,,6.3,5, ,0,0,0,1,0,0,0
1920,19,,8.5,323, ,0,0,1,0,0,0,1
1920,58,300000,7.3,45, ,0,0,1,1,0,0,0
1920,34,,7.4,21, ,0,0,1,0,0,0,1
1920,77,,6.3,195, ,0,0,1,0,0,0,0
1920,19,,8.4,154, ,0,0,1,0,0,0,1
1920,87,,8.7,30, ,0,0,0,0,0,0,0
1920,57,,5.8,35, ,0,0,0,0,0,0,0
1920,69,,5.9,66, ,0,0,0,0,0,0,0
1920,70,,7,5, ,0,0,0,0,0,0,0
1920,75,,6.8,14, ,0,0,1,0,0,0,0
1920,73,,6.9,33, ,0,0,0,0,0,0,0
1920,65,,8.4,19, ,0,0,0,0,0,0,0
1920,145,700000,7.9,293, ,0,0,0,1,0,1,0
1920,54,,7.3,6, ,0,0,1,0,0,0,0
1920,79,,6.2,125, ,0,0,0,1,0,0,0
1920,235,,7.6,9, ,0,0,0,1,0,0,0
1921,18,,7.8,145, ,0,0,1,0,0,0,1
1921,75,,6.7,138, ,0,0,0,1,0,1,0
1921,117,,6.7,66, ,0,0,1,1,0,0,0
1921,35,,7.4,32, ,0,0,1,0,0,0,1
1921,13,,8,32, ,0,0,1,0,0,0,1
1921,79,,7.3,50, ,0,0,1,1,0,1,0
1921,130,,6.6,79, ,0,0,0,1,0,0,0
1921,80,,5.9,35, ,0,0,0,0,0,0,0
1921,20,,7.7,237, ,0,0,1,0,0,0,1
1921,50,,7.1,11, ,0,0,0,1,0,0,0
1921,72,,6.6,76, ,0,0,0,1,0,1,0
1921,6,,6.3,5, ,0,0,1,0,0,0,1
1921,89,,7,53, ,0,0,0,1,0,0,0
1921,60,,7.4,8, ,0,0,0,0,0,0,0
1921,102,,5.8,18, ,0,0,0,1,0,1,0
1921,100,,7.6,36, ,0,0,0,1,0,0,0
1921,150,800000,7.6,163, ,0,0,0,1,0,0,0
1921,23,,8.2,122, ,0,0,1,0,0,0,1
1921,131,,8.5,31, ,0,0,0,1,0,0,0
1921,22,,7.7,96, ,0,0,1,0,0,0,1
1921,19,,7.2,136, ,0,0,1,0,0,0,1
1921,25,,6,45, ,0,0,1,0,0,0,1
1921,29,,7.3,316, ,0,0,1,0,0,0,1
1921,93,,7.3,72, ,0,0,0,0,0,0,0
1921,118,,7.2,42, ,0,0,0,0,0,0,0
1921,110,,6.1,28, ,0,0,0,1,0,0,0
1921,54,250000,8.2,2687, ,0,0,1,1,0,0,0
1921,60,,6,17, ,0,0,1,0,0,0,0
1921,111,,7.8,15, ,0,0,0,1,0,0,0
1921,70,,5.3,5, ,0,0,0,1,0,0,0
1921,89,,6.9,66, ,0,0,0,1,0,0,0
1921,60,,6.3,20, ,0,0,0,1,0,0,0
1921,80,,2.6,6, ,0,0,1,0,0,0,0
1921,55,,5.7,29, ,0,0,1,1,0,0,0
1921,19,,8.3,91, ,0,0,1,0,0,0,1
1921,60,,6.7,30, ,0,0,1,0,0,0,1
1921,60,,7,14, ,0,0,0,0,0,1,0
1921,13,,6.6,54, ,0,1,0,0,0,0,1
1921,152,,7.9,238, ,0,0,0,1,0,0,0
1921,18,,8.3,331, ,0,0,1,0,0,0,1
1921,3,,6.6,32, ,0,1,0,0,0,0,1
1921,22,,8.4,12, ,0,0,1,0,0,0,1
1921,47,,7.2,66, ,0,0,1,0,0,0,0
1921,65,,8.2,40, ,0,0,1,0,0,0,0
1921,80,,6.3,182, ,0,0,0,1,0,1,0
1921,77,,5.8,6, ,0,0,0,1,0,0,0
1921,70,,5.9,6, ,0,0,1,0,0,0,0
1921,119,,7.5,73, ,1,0,0,0,0,0,0
1921,99,,7.4,65, ,0,0,0,1,0,0,0
1921,80,,5.3,33, ,0,0,0,1,0,0,0
1921,26,,6.1,11, ,0,0,0,0,0,0,1
1921,52,,7.3,5, ,0,0,0,0,0,0,0
1921,64,,6.5,5, ,0,0,0,0,0,0,0
1922,70,,7.9,7, ,0,0,0,1,0,0,0
1922,81,,5.1,13, ,0,0,0,1,0,0,0
1922,61,,5.2,9, ,0,0,0,0,0,0,0
1922,21,,7.3,181, ,0,0,1,0,0,0,1
1922,80,,5.7,116, ,0,0,0,1,0,1,0
1922,98,,7.6,64, ,0,0,0,1,0,0,0
1922,7,,7.1,6, ,0,1,1,0,0,0,1
1922,18,,8.1,542, ,0,0,1,0,0,0,1
1922,50,,7.6,18, ,0,0,0,0,0,0,0
1922,17,,7.3,162, ,0,0,1,0,0,0,1
1922,75,,7.5,15, ,0,0,0,1,0,1,0
1922,60,,7,53, ,0,0,1,0,0,0,0
1922,83,,6.4,70, ,0,0,0,1,0,1,0
1922,231,,7.5,350, ,0,0,0,0,0,0,0
1922,23,,7.5,157, ,0,0,1,0,0,0,1
1922,384,1100000,7.6,191, ,0,0,0,1,0,0,0
1922,7,,4.8,9, ,0,1,0,0,0,0,1
1922,15,,6.7,134, ,0,0,1,0,0,0,1
1922,105,,7.4,9, ,0,0,0,0,0,0,0
1922,60,100000,7.2,109, ,0,0,1,0,0,0,0
1922,51,,6.3,14, ,0,0,1,0,0,0,0
1922,33,,6.5,13, ,0,0,0,1,0,1,1
1922,70,,7.3,39, ,0,0,0,1,0,1,0
1922,74,,6.4,10, ,0,0,0,0,0,0,0
1922,70,,6.7,9, ,0,0,0,1,0,0,0
1922,71,,7.7,11, ,0,0,0,0,0,0,0
1922,40,,5.4,39, ,0,0,1,0,0,0,1
1922,25,,6.8,109, ,0,0,1,0,0,0,1
1922,79,53000,7.6,846, ,0,0,0,0,1,0,0
1922,11,,4.9,7, ,0,0,0,0,0,0,1
1922,70,,8.9,18, ,0,0,0,1,0,0,0
1922,92,,8.1,8404, ,0,0,0,0,0,0,0
1922,98,175000,7,62, ,0,0,0,1,0,0,0
1922,128,267000,4.6,8, ,0,0,0,0,0,0,0
1922,8,,7.2,40, ,0,1,1,0,0,0,1
1922,80,,7.4,42, ,0,0,0,1,0,0,0
1922,20,,7.1,172, ,0,0,1,0,0,0,1
1922,117,,6.5,67, ,0,0,0,1,0,0,0
1922,68,,7.3,9, ,0,0,1,0,0,1,0
1922,125,323062,7.4,58, ,0,0,0,0,0,0,0
1922,9,,5.1,13, ,0,1,0,0,0,0,1
1922,127,1000000,7.5,143, ,0,0,0,0,0,1,0
1922,70,,6.7,41, ,0,0,0,1,0,0,0
1922,109,,2.4,13, ,0,0,0,1,0,0,0
1922,58,,4.9,8, ,0,0,0,0,0,0,0
1922,150,,7.3,9, ,0,0,0,1,0,0,0
1922,54,,7.2,73, ,0,0,0,0,0,0,0
1922,137,400000,7.8,56, ,0,0,0,1,0,0,0
1922,60,,6.6,9, ,0,0,1,0,0,0,0
1922,58,,7.9,20, ,0,0,1,0,0,0,0
1922,53,,7.1,65, ,0,0,0,1,0,1,0
1922,97,,2.6,25, ,0,0,0,1,0,0,0
1923,12,,6.1,33, ,0,1,1,0,0,0,1
1923,96,,7.2,11, ,0,0,0,1,0,0,0
1923,80,,8.8,8, ,0,0,0,1,0,0,0
1923,27,,6.9,247, ,0,0,1,0,0,1,1
1923,80,,8.1,7, ,0,0,0,1,0,0,0
1923,98,782000,7.9,49, ,0,0,0,0,0,1,0
1923,5,,6,25, ,0,0,0,0,0,0,1
1923,24,,6.4,29, ,0,0,1,0,0,0,1
1923,68,,6.3,29, ,0,0,1,0,0,0,0
1923,60,,1,7, ,0,0,0,1,0,0,0
1923,70,,8,15, ,0,0,0,1,0,0,0
1923,9,,8.2,34, ,0,1,1,1,0,0,1
1923,101,,7.1,18, ,0,0,0,0,0,0,0
1923,98,1250000,7.4,414, ,0,0,0,1,0,0,0
1923,10,,7.5,22, ,0,0,1,0,0,0,1
1923,11,,5.6,8, ,0,0,1,0,0,0,1
1923,23,,7.1,165, ,0,0,1,0,0,0,1
1923,110,,7.1,29, ,0,0,0,1,0,0,0
1923,20,,5.2,8, ,0,0,1,0,0,0,1
1923,25,,8.5,10, ,0,0,0,0,0,0,1
1923,3,,5.3,6, ,0,0,0,0,1,0,1
1923,12,,5.6,59, ,0,0,1,0,0,0,1
1923,65,,7.9,880, ,0,0,1,0,0,0,0
1923,39,,7.6,262, ,0,0,1,0,0,0,0
1923,135,,8.1,13, ,0,0,0,0,0,0,0
1923,2,,7.5,11, ,0,1,0,0,0,0,1
1923,90,,6.9,15, ,0,0,1,0,0,1,0
1923,29,,6.4,25, ,0,0,1,0,0,0,1
1923,13,0,4.1,9, ,0,0,0,0,1,0,1
1923,70,,8.2,757, ,1,0,1,0,0,1,0
1923,101,858723,7.4,52, ,0,0,0,1,0,1,0
1923,96,90220,7,27, ,0,0,0,1,0,0,0
1923,20,,5.1,37, ,0,0,1,0,0,0,1
1923,65,,6.8,7, ,0,0,0,1,0,0,0
1923,80,,6.6,14, ,0,0,1,1,0,1,0
1923,56,,7.5,8, ,0,0,0,0,0,1,0
1923,146,1800000,7.5,97, ,0,0,0,1,0,0,0
1923,55,,7.5,276, ,0,0,1,0,0,0,0
1923,84,,6.3,6, ,0,0,0,0,0,0,0
1923,13,,8.3,31, ,0,0,0,0,0,0,1
1923,100,650000,7.5,16, ,0,0,0,1,0,0,0
1923,143,,6,17, ,0,0,0,1,0,1,0
1923,86,,5.5,12, ,0,0,0,1,0,0,0
1923,63,,7.6,141, ,0,0,1,0,0,1,0
1923,85,,7.4,5, ,0,0,0,1,0,0,0
1923,93,351000,7.3,351, ,0,0,0,1,0,0,0
1923,82,,6,17, ,0,0,0,1,0,1,0
1923,66,,6,5, ,0,0,0,1,0,1,0
1924,67,,6.5,181, ,0,0,0,0,0,0,0
1924,19,,6.1,18, ,0,0,1,0,0,0,1
1924,93,,6.7,60, ,0,0,0,1,0,0,0
1924,12,,6.2,13, ,0,0,1,0,0,0,1
1924,40,,7.3,14, ,0,0,0,0,0,0,1
1924,64,,7.2,12, ,0,0,0,1,0,0,0
1924,87,,6.8,35, ,0,0,0,1,0,0,0
1924,70,,5.6,6, ,0,0,1,0,0,0,0
1924,53,,6.2,5, ,0,0,0,0,0,0,0
1924,135,750000,7.2,7, ,0,0,0,1,0,1,0
1924,22,,7.6,229, ,0,0,0,0,0,0,1
1924,20,,5.9,8, ,0,0,1,0,0,0,1
1924,7,,9.1,16, ,0,0,1,0,0,0,1
1924,80,,7.9,246, ,1,0,1,0,0,1,0
1924,239,,8.3,1539, ,0,0,0,1,0,0,0
1924,80,,8.2,247, ,0,0,0,1,0,0,0
1924,85,,8.9,13, ,0,0,1,0,0,0,0
1924,204,,9,15, ,0,0,0,1,0,0,0
1924,60,,7.3,151, ,0,0,1,0,0,0,0
1924,135,,8.5,38, ,0,0,0,0,0,0,0
1924,133,,6.6,142, ,0,0,0,0,0,0,0
1924,18,,5.7,25, ,1,0,1,0,0,1,1
1924,90,,7.9,1024, ,0,0,0,1,0,0,0
1924,75,,6.9,21, ,0,0,1,1,0,0,0
1924,92,212000,8,96, ,0,0,1,0,0,0,0
1924,73,,9.8,7, ,0,0,0,0,0,0,0
1924,106,,6,15, ,0,0,0,1,0,1,0
1924,75,220000,7.8,647, ,0,0,1,0,0,0,0
1924,20,,3.3,8, ,0,0,1,0,0,0,1
1924,94,,7.4,68, ,0,0,1,0,0,0,0
1924,97,,8.1,269, ,0,0,0,1,0,0,0
1924,100,,8.4,362, ,0,0,0,1,0,0,0
1924,11,,5.3,10, ,0,0,1,0,0,0,1
1924,64,,6.6,14, ,0,0,1,0,0,0,0
1924,3,,7.4,20, ,0,1,0,0,0,0,1
1924,14,,6.2,8, ,0,0,1,0,0,0,1
1924,78,,6.9,18, ,0,0,1,0,0,1,0
1924,101,,7.6,111, ,0,0,0,0,0,0,0
1924,20,,5.5,5, ,0,0,1,0,0,0,1
1924,91,,6.2,13, ,0,0,0,1,0,0,0
1924,123,,7.6,48, ,0,0,0,1,0,1,0
1924,44,,8.2,1863, ,0,0,1,0,0,1,1
1924,20,,4.5,17, ,0,0,1,0,0,0,1
1924,80,,4.9,8, ,0,0,0,0,0,0,0
1924,5,,7,31, ,0,1,0,0,0,0,1
1924,139,2000000,7.9,362, ,1,0,0,0,0,0,0
1924,83,,7.5,88, ,0,0,0,1,0,0,0
1924,30,,4.7,27, ,0,0,1,0,0,0,1
1924,20,,4.8,8, ,0,0,1,0,0,0,1
1924,20,,5.2,6, ,0,0,1,0,0,0,1
1925,32,,8.2,26, ,0,0,0,0,1,0,1
1925,7,,5.5,7, ,0,1,1,0,0,0,1
1925,11,,4.7,5, ,0,1,0,0,0,0,1
1925,9,,5.7,13, ,0,1,1,0,0,0,1
1925,60,,6.5,17, ,0,0,1,0,0,0,0
1925,18,,7,13, ,0,0,1,0,0,0,1
1925,151,3900000,8,848, ,0,0,0,1,0,1,0
1925,126,245000,8.7,435, ,0,0,0,1,0,1,0
1925,71,,8.5,79, ,0,0,0,0,0,0,0
1925,66,,8.2,6042, ,0,0,0,1,0,0,0
1925,20,,7.9,8, ,0,0,1,0,0,0,1
1925,113,,7.2,61, ,0,0,0,1,0,1,0
1925,60,,7.3,11, ,0,0,0,0,0,0,0
1925,70,,6.5,19, ,0,0,0,0,0,0,0
1925,63,,7,5, ,0,0,0,0,0,0,0
1925,70,,5.9,36, ,0,0,0,1,0,0,0
1925,70,,7.1,10, ,0,0,0,0,0,0,0
1925,111,,7.4,47, ,0,0,0,0,0,1,0
1925,50,,8,7, ,0,0,1,0,0,0,0
1925,73,,6.7,128, ,0,0,1,0,0,1,0
1925,58,,8.7,7, ,0,0,0,0,0,0,0
1925,60,,7.5,7, ,0,0,0,1,0,0,0
1925,76,,8,321, ,0,0,1,0,0,0,0
1925,109,,7.1,141, ,0,0,0,1,0,0,0
1925,65,,7.3,261, ,0,0,1,0,0,0,0
1925,82,923000,8.3,6429, ,0,0,1,0,0,0,0
1925,71,,7.8,88, ,0,0,0,0,1,0,0
1925,70,,7.4,9, ,0,0,1,0,0,0,0
1925,21,,7.2,12, ,0,0,1,0,0,0,1
1925,93,93000,6.7,6, ,0,0,0,1,0,0,0
1925,19,,4.7,17, ,0,0,1,0,0,0,1
1925,13,,6.2,20, ,0,0,1,0,0,0,1
1925,30,,6.3,14, ,0,0,0,0,0,0,1
1925,105,,5.2,10, ,0,0,0,1,0,1,0
1925,89,320000,7.8,77, ,0,0,1,1,0,0,0
1925,90,,8.6,13, ,0,0,0,1,0,0,0
1925,80,,7.4,10, ,0,0,0,1,0,0,0
1925,104,,4.1,24, ,0,0,1,1,0,0,0
1925,94,,7.3,53, ,0,0,1,1,0,0,0
1925,93,,7,376, ,0,0,0,0,0,0,0
1925,66,,7.3,23, ,0,0,0,0,0,0,0
1925,137,608016,7.6,91, ,0,0,0,1,0,1,0
1925,62,,5.3,5, ,0,0,1,0,0,1,0
1925,86,,6.7,88, ,0,0,1,0,0,0,0
1925,60,,8.3,5, ,0,0,1,0,0,0,0
1925,2,,6.7,18, ,0,1,0,0,0,0,1
1925,18,,7.5,123, ,0,0,0,0,0,0,1
1925,78,,8.3,16, ,0,0,1,0,0,0,0
1925,92,,7.6,1794, ,0,0,0,1,0,0,0
1925,18,,7.2,8, ,0,0,1,0,0,0,1
1925,73,,6.5,53, ,0,0,1,0,0,1,0
1925,75,,6.4,84, ,0,0,0,1,0,0,0
1925,68,,7.1,37, ,0,0,1,1,0,0,0
1925,77,,6.2,41, ,0,0,0,1,0,0,0
1925,56,,6.8,26, ,0,0,0,0,0,0,0
1925,107,,7.4,11, ,0,0,0,1,0,1,0
1925,104,,7.2,70, ,0,0,1,0,0,0,0
1925,58,,7.8,10, ,0,0,1,1,0,0,0
1925,56,,7.9,545, ,0,0,1,0,0,0,0
1925,28,,7,90, ,0,0,1,0,0,0,1
1925,98,,7.6,8, ,0,0,0,0,0,0,0
1925,20,,1,6, ,0,0,1,0,0,0,1
1925,22,,5.6,9, ,0,0,1,0,0,0,1
1925,81,,8,438, ,0,0,0,1,0,0,0
1925,70,,7.4,8, ,0,0,1,0,0,0,0
1925,110,700000,7.6,12, ,0,0,0,1,0,0,0
1925,12,,6.1,15, ,0,0,1,0,0,0,1
1925,20,,5.5,17, ,0,0,1,0,0,0,1
1925,65,,6.9,5, ,0,0,0,0,0,0,0
1925,5,,7,18, ,0,0,0,0,0,0,1
